Postmasters and Mail Superintendents,مشرفو البريد ومشرفو البريد
"Property, Real Estate, and Community Association Managers",مديرو الجمعيات العقارية والعقارية والمجتمعية
Social and Community Service Managers,مدراء الخدمة الاجتماعية والمجتمعية
Emergency Management Directors,مديرو إدارة الطوارئ
Personal Service Managers,مدراء الخدمات الشخصية
Funeral Home Managers,مديرو بيوت الجنازات
"Personal Service Managers, All Other",مدراء الخدمات الشخصية، كل ما عدا ذلك
"Managers, All Other",المديرون، كل ما عدا ذلك
Business and Financial Operations Occupations,مهن العمليات التجارية والمالية
Business Operations Specialists,أخصائيو العمليات التجارية
"Agents and Business Managers of Artists, Performers, and Athletes",وكلاء ومديري أعمال الفنانين وفناني الأداء والرياضيين
Buyers and Purchasing Agents,المشترون ووكلاء الشراء
"Claims Adjusters, Appraisers, Examiners, and Investigators",مصححو المطالبات والمثمنون والفاحصون والمحققون
"Claims Adjusters, Examiners, and Investigators",مصححو المطالبات والفاحصون والمحققون
"Insurance Appraisers, Auto Damage",مقدرو التأمين، أضرار السيارات
Compliance Officers,مسؤولو الامتثال
Cost Estimators,مقدرو التكاليف
Human Resources Workers,عمال الموارد البشرية
Human Resources Specialists,أخصائيو الموارد البشرية
Farm Labor Contractors,مقاولو العمالة الزراعية
Labor Relations Specialists,أخصائيو علاقات العمل
Logisticians and Project Management Specialists,أخصائيو الخدمات اللوجستية وإدارة المشاريع
Logisticians,أخصائيو الخدمات اللوجستية
Project Management Specialists,أخصائيو إدارة المشاريع
Management Analysts,محللو الإدارة
"Meeting, Convention, and Event Planners",مخططو الاجتماعات والمؤتمرات والفعاليات
Fundraisers,جمع التبرعات
"Compensation, Benefits, and Job Analysis Specialists",أخصائيو التعويضات والمزايا وتحليل الوظائف
Training and Development Specialists,أخصائيو التدريب والتطوير
Market Research Analysts and Marketing Specialists,محللو أبحاث السوق وأخصائيو التسويق
"Business Operations Specialists, All Other",أخصائيو العمليات التجارية، كل ما عدا ذلك
Financial Specialists,المتخصصون الماليون
Accountants and Auditors,المحاسبون والمراجعون
Property Appraisers and Assessors,المثمنون العقاريون والمقيمون
Budget Analysts,محللو الميزانية
Credit Analysts,محللو الائتمان
Financial Analysts and Advisors,المحللون والمستشارون الماليون
Financial and Investment Analysts,محللو المالية والاستثمار
Personal Financial Advisors,المستشارون الماليون الشخصيون
Insurance Underwriters,مكتتبو التأمين
Financial Risk Specialists,أخصائيو المخاطر المالية
Financial Examiners,الفاحصون الماليون
Credit Counselors and Loan Officers,مستشارو الائتمان ومسؤولو القروض
Credit Counselors,مستشارو الائتمان
Loan Officers,موظفو القروض
"Tax Examiners, Collectors and Preparers, and Revenue Agents",فاحصو الضرائب وجامعوها ومعدوها ووكلاء الإيرادات
"Tax Examiners and Collectors, and Revenue Agents",فاحصو الضرائب وجامعوها ووكلاء الإيرادات
Tax Preparers,معدو الضرائب
"Financial Specialists, All Other",المتخصصون الماليون، كل ما عدا ذلك
Computer and Mathematical Occupations,مهن الكمبيوتر والرياضيات
Computer Occupations,مهن الكمبيوتر
Computer and Information Analysts,محللو الحاسوب والمعلومات
Computer Systems Analysts,محللو أنظمة الكمبيوتر
Information Security Analysts,محللو أمن المعلومات
Computer and Information Research Scientists,علماء بحوث الحاسوب والمعلومات
Computer Support Specialists,أخصائيو دعم الكمبيوتر
Computer Network Support Specialists,أخصائيو دعم شبكات الكمبيوتر
Computer User Support Specialists,أخصائيو دعم مستخدمي الكمبيوتر
Database and Network Administrators and Architects,مسؤولو قواعد البيانات والشبكات والمهندسون المعماريون
Computer Network Architects,مهندسو شبكات الكمبيوتر
Database Administrators,مسؤولو قواعد البيانات
Database Architects,مهندسو قواعد البيانات
Network and Computer Systems Administrators,مسؤولو أنظمة الشبكات والكمبيوتر
"Software and Web Developers, Programmers, and Testers",مطورو البرامج والويب والمبرمجون والمختبرون
Computer Programmers,مبرمجو الكمبيوتر
Software Developers,مطورو البرمجيات
Software Quality Assurance Analysts and Testers,محللو ومختبرو ضمان جودة البرمجيات
Web Developers,مطورو الويب
Web and Digital Interface Designers,مصممو الويب والواجهة الرقمية
"Computer Occupations, All Other","مهن الكمبيوتر, كل ما عدا ذلك"
Mathematical Science Occupations,مهن العلوم الرياضية
Actuaries,الاكتواريين
Mathematicians,علماء الرياضيات
Operations Research Analysts,محللو بحوث العمليات
Statisticians,الاحصائيين
Data Scientists,علماء البيانات
"Mathematical Science Occupations, All Other","مهن العلوم الرياضية, كل ما عدا ذلك"
Architecture and Engineering Occupations,الهندسة المعمارية والمهن الهندسية
"Architects, Surveyors, and Cartographers",المهندسون المعماريون والمساحون ورسامي الخرائط
"Architects, Except Naval",المهندسين المعماريين ، باستثناء البحرية
"Architects, Except Landscape and Naval",المهندسين المعماريين ، باستثناء المناظر الطبيعية والبحرية
Landscape Architects,مهندسو المناظر الطبيعية
"Surveyors, Cartographers, and Photogrammetrists",المساحون ورسامو الخرائط ورسامو الصور التصويرية
Cartographers and Photogrammetrists,رسامي الخرائط ورسامي الصور التصويرية
Surveyors,المساحين
Engineers,مهندسون
Aerospace Engineers,مهندسو الطيران
Agricultural Engineers,مهندسون زراعيون
Bioengineers and Biomedical Engineers,المهندسون الحيويون والمهندسون الطبيون الحيويون
Chemical Engineers,مهندسون كيميائيون
Civil Engineers,مهندسون مدنيون
Computer Hardware Engineers,مهندسو أجهزة الكمبيوتر
Electrical and Electronics Engineers,مهندسو الكهرباء والإلكترونيات
Electrical Engineers,مهندسون كهربائيون
"Electronics Engineers, Except Computer",مهندسو الإلكترونيات، باستثناء الكمبيوتر
Environmental Engineers,مهندسو البيئة
"Industrial Engineers, Including Health and Safety",المهندسون الصناعيون، بما في ذلك الصحة والسلامة
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",مهندسو الصحة والسلامة، باستثناء مهندسي ومفتشي سلامة التعدين
Industrial Engineers,مهندسون صناعيون
Marine Engineers and Naval Architects,المهندسون البحريون والمهندسون المعماريون البحريون
Materials Engineers,مهندسو المواد
Mechanical Engineers,مهندسون ميكانيكيون
"Mining and Geological Engineers, Including Mining Safety Engineers",مهندسو التعدين والجيولوجيا، بما في ذلك مهندسو سلامة التعدين
Nuclear Engineers,مهندسون نوويون
Petroleum Engineers,مهندسو البترول
"Engineers, All Other",المهندسون، كل ما عدا ذلك
"Drafters, Engineering Technicians, and Mapping Technicians",الصياغون والفنيون الهندسيون وفنيو رسم الخرائط
Drafters,واضعي
Architectural and Civil Drafters,الرسامون المعماريون والمدنيون
Electrical and Electronics Drafters,واضعو الأجهزة الكهربائية والإلكترونية
Mechanical Drafters,الصياغات الميكانيكية
"Drafters, All Other",الصياغون ، كل ما عدا ذلك
"Engineering Technologists and Technicians, Except Drafters",التقنيون والفنيون الهندسيون، باستثناء واضعي الصياغة
Aerospace Engineering and Operations Technologists and Technicians,تقنيو وفنيو هندسة الطيران والعمليات
Civil Engineering Technologists and Technicians,تقنيو وفنيو الهندسة المدنية
Electrical and Electronic Engineering Technologists and Technicians,تقنيو وفنيو الهندسة الكهربائية والإلكترونية
Electro-Mechanical and Mechatronics Technologists and Technicians,تقنيو وفنيو الكهروميكانيكية والميكاترونكس
Environmental Engineering Technologists and Technicians,تقنيو وفنيو الهندسة البيئية
Industrial Engineering Technologists and Technicians,تقنيو وفنيو الهندسة الصناعية
Mechanical Engineering Technologists and Technicians,تقنيو وفنيو الهندسة الميكانيكية
Calibration Technologists and Technicians,تقنيو وفنيو المعايرة
"Engineering Technologists and Technicians, Except Drafters, All Other",التقنيون والفنيون الهندسيون، باستثناء الصياغين، وجميع الآخرين
Surveying and Mapping Technicians,فنيو المساحة ورسم الخرائط
"Life, Physical, and Social Science Occupations",الحياة ، والمهن الفيزيائية ، والعلوم الاجتماعية
Life Scientists,علماء الحياة
Agricultural and Food Scientists,علماء الزراعة والأغذية
Animal Scientists,علماء الحيوان
Food Scientists and Technologists,علماء وتقنيو الأغذية
Soil and Plant Scientists,علماء التربة والنبات
Biological Scientists,علماء الأحياء
Biochemists and Biophysicists,علماء الكيمياء الحيوية والفيزياء الحيوية
Microbiologists,علماء الأحياء الدقيقة
Zoologists and Wildlife Biologists,علماء الحيوان والأحياء البرية
"Biological Scientists, All Other",علماء البيولوجيا، كل ما عدا ذلك
Conservation Scientists and Foresters,علماء الحفظ والغابات
Conservation Scientists,علماء الحفظ
Foresters,الغابات
Medical Scientists,علماء الطب
Epidemiologists,علماء الأوبئة
"Medical Scientists, Except Epidemiologists",علماء الطب، باستثناء علماء الأوبئة
"Life Scientists, All Other",علماء الحياة، كل ما عدا ذلك
Physical Scientists,علماء الفيزياء
Astronomers and Physicists,علماء الفلك والفيزيائيون
Astronomers,علماء الفلك
Physicists,الفيزيائيين
Atmospheric and Space Scientists,علماء الغلاف الجوي والفضاء
Chemists and Materials Scientists,الكيميائيون وعلماء المواد
Chemists,الكيميائيين
Materials Scientists,علماء المواد
Environmental Scientists and Geoscientists,علماء البيئة وعلماء الجيولوجيا
"Environmental Scientists and Specialists, Including Health",علماء البيئة والمتخصصون، بما في ذلك الصحة
"Geoscientists, Except Hydrologists and Geographers",علماء الجيولوجيا، باستثناء الهيدرولوجيين والجغرافيين
Hydrologists,الهيدرولوجيون
"Physical Scientists, All Other",علماء الفيزياء ، كل شيء آخر
Social Scientists and Related Workers,علماء الاجتماع والعاملون ذوو الصلة
Economists,الاقتصاديين
Survey Researchers,الباحثون المسوحون
Psychologists,علماء النفس
Industrial-Organizational Psychologists,علماء النفس الصناعيون التنظيميون
Clinical and Counseling Psychologists,أخصائيو علم النفس السريري والإرشادي
School Psychologists,علماء النفس المدرسي
"Psychologists, All Other",علماء النفس، كل شيء آخر
Sociologists,علماء الاجتماع
Urban and Regional Planners,المخططون الحضريون والإقليميون
Miscellaneous Social Scientists and Related Workers,علماء الاجتماع المتنوعون والعاملون ذوو الصلة
Anthropologists and Archeologists,علماء الأنثروبولوجيا وعلماء الآثار
Geographers,الجغرافيين
Historians,المؤرخون
Political Scientists,علماء السياسة
"Social Scientists and Related Workers, All Other",علماء الاجتماع والعاملون ذوو الصلة، وغيرهم
"Life, Physical, and Social Science Technicians",فنيو الحياة والفيزياء والعلوم الاجتماعية
Agricultural and Food Science Technicians,فنيو العلوم الزراعية والغذائية
Agricultural Technicians,الفنيون الزراعيون
Food Science Technicians,فنيي علوم الأغذية
Biological Technicians,الفنيون البيولوجيون
Chemical Technicians,الفنيون الكيميائيون
Environmental Science and Geoscience Technicians,فنيو العلوم البيئية وعلوم الأرض
"Environmental Science and Protection Technicians, Including Health",فنيو علوم البيئة وحمايتها، بما في ذلك الصحة
"Geological Technicians, Except Hydrologic Technicians",الفنيون الجيولوجيون، باستثناء الفنيين الهيدرولوجيين
Hydrologic Technicians,الفنيون الهيدرولوجيون
Nuclear Technicians,الفنيون النوويون
Social Science Research Assistants,مساعدو بحوث العلوم الاجتماعية
Forest and Conservation Technicians,فنيو الغابات والحفاظ عليها
"Miscellaneous Life, Physical, and Social Science Technicians",متفرقات الحياة ، والفيزياء ، وفنيي العلوم الاجتماعية
Forensic Science Technicians,فنيو علوم الطب الشرعي
"Life, Physical, and Social Science Technicians, All Other",فنيو الحياة والفيزياء والعلوم الاجتماعية ، كل شيء آخر
Occupational Health and Safety Specialists and Technicians,أخصائيو وفنيو الصحة والسلامة المهنية
Occupational Health and Safety Specialists,أخصائيو الصحة والسلامة المهنية
Occupational Health and Safety Technicians,فنيي الصحة والسلامة المهنية
Community and Social Service Occupations,مهن المجتمع والخدمة الاجتماعية
"Counselors, Social Workers, and Other Community and Social Service Specialists",المستشارون والأخصائيون الاجتماعيون وغيرهم من المتخصصين في الخدمة المجتمعية والاجتماعية
Counselors,المستشارين
"Educational, Guidance, and Career Counselors and Advisors",المرشدون والمستشارون التربويون والإرشاديون والمهنيين
Marriage and Family Therapists,معالجو الزواج والأسرة
Rehabilitation Counselors,مستشارو إعادة التأهيل
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",تعاطي المخدرات والاضطراب السلوكي ومستشاري الصحة العقلية
"Counselors, All Other",المستشارون، كل ما عدا ذلك
Social Workers,الأخصائيون الاجتماعيون
"Child, Family, and School Social Workers",الأخصائيون الاجتماعيون للأطفال والأسرة والمدارس
Healthcare Social Workers,الأخصائيون الاجتماعيون في مجال الرعاية الصحية
Mental Health and Substance Abuse Social Workers,الصحة العقلية وتعاطي المخدرات الأخصائيين الاجتماعيين
"Social Workers, All Other",الأخصائيون الاجتماعيون ، كل شيء آخر
Miscellaneous Community and Social Service Specialists,أخصائيو خدمة مجتمعية واجتماعية متنوعة
Health Education Specialists,أخصائيو التثقيف الصحي
Probation Officers and Correctional Treatment Specialists,ضباط المراقبة وأخصائيو العلاج الإصلاحي
Social and Human Service Assistants,مساعدو الخدمة الاجتماعية والإنسانية
Community Health Workers,العاملون الصحيون المجتمعيون
"Community and Social Service Specialists, All Other",أخصائيو المجتمع والخدمة الاجتماعية، كل ما عدا ذلك
Religious Workers,العاملون الدينيون
Clergy,رجال الدين
"Directors, Religious Activities and Education",مديرو الأنشطة الدينية والتعليم
"Religious Workers, All Other",العاملون الدينيون، كل ما عدا ذلك
Legal Occupations,المهن القانونية
"Lawyers, Judges, and Related Workers",المحامون والقضاة والعمال ذوو الصلة
Lawyers and Judicial Law Clerks,المحامون وكتبة القانون القضائي
Lawyers,المحامون
Judicial Law Clerks,كتبة القانون القضائي
"Judges, Magistrates, and Other Judicial Workers",القضاة والقضاة وغيرهم من العاملين في المجال القضائي
"Administrative Law Judges, Adjudicators, and Hearing Officers",قضاة القانون الإداري والقضاة وموظفو جلسات الاستماع
"Arbitrators, Mediators, and Conciliators",المحكمون والوسطاء والموفقون
"Judges, Magistrate Judges, and Magistrates",القضاة وقضاة الصلح والقضاة
Legal Support Workers,عمال الدعم القانوني
Paralegals and Legal Assistants,المساعدون القانونيون والمساعدون القانونيون
Miscellaneous Legal Support Workers,عمال الدعم القانوني المتنوعون
"Title Examiners, Abstractors, and Searchers",فاحصو العناوين والملخصون والباحثون
"Legal Support Workers, All Other",عمال الدعم القانوني، جميع الجهات الأخرى
Educational Instruction and Library Occupations,التعليم التربوي ومهن المكتبات
Postsecondary Teachers,معلمو ما بعد المرحلة الثانوية
"Business Teachers, Postsecondary",معلمو الأعمال، ما بعد المرحلة الثانوية
"Math and Computer Science Teachers, Postsecondary",مدرسو الرياضيات وعلوم الكمبيوتر، ما بعد المرحلة الثانوية
"Computer Science Teachers, Postsecondary",معلمو علوم الكمبيوتر، ما بعد المرحلة الثانوية
"Mathematical Science Teachers, Postsecondary",معلمو العلوم الرياضية، ما بعد المرحلة الثانوية
"Engineering and Architecture Teachers, Postsecondary",مدرسو الهندسة والعمارة، ما بعد المرحلة الثانوية
"Architecture Teachers, Postsecondary",مدرسو الهندسة المعمارية، ما بعد المرحلة الثانوية
"Engineering Teachers, Postsecondary",مدرسو الهندسة، ما بعد المرحلة الثانوية
"Life Sciences Teachers, Postsecondary",معلمو علوم الحياة، ما بعد المرحلة الثانوية
"Agricultural Sciences Teachers, Postsecondary",معلمو العلوم الزراعية، ما بعد المرحلة الثانوية
"Biological Science Teachers, Postsecondary",معلمو العلوم البيولوجية، ما بعد المرحلة الثانوية
"Forestry and Conservation Science Teachers, Postsecondary",معلمو علوم الغابات والحفظ، ما بعد المرحلة الثانوية
"Physical Sciences Teachers, Postsecondary",معلمو العلوم الفيزيائية، ما بعد المرحلة الثانوية
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",معلمو علوم الغلاف الجوي والأرض والبحرية والفضاء ، ما بعد المرحلة الثانوية
"Chemistry Teachers, Postsecondary",معلمو الكيمياء، ما بعد المرحلة الثانوية
"Environmental Science Teachers, Postsecondary",معلمو العلوم البيئية، ما بعد المرحلة الثانوية
"Physics Teachers, Postsecondary",مدرسو الفيزياء، ما بعد المرحلة الثانوية
"Social Sciences Teachers, Postsecondary",معلمو العلوم الاجتماعية، ما بعد المرحلة الثانوية
"Anthropology and Archeology Teachers, Postsecondary",مدرسو الأنثروبولوجيا والآثار، ما بعد المرحلة الثانوية
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",معلمو الدراسات العرقية والثقافية في المنطقة والإثنية والثقافية، ما بعد المرحلة الثانوية
"Economics Teachers, Postsecondary",مدرسو الاقتصاد، ما بعد المرحلة الثانوية
"Geography Teachers, Postsecondary",مدرسو الجغرافيا، ما بعد المرحلة الثانوية
"Political Science Teachers, Postsecondary",مدرسو العلوم السياسية، ما بعد المرحلة الثانوية
"Psychology Teachers, Postsecondary",معلمو علم النفس، ما بعد المرحلة الثانوية
"Sociology Teachers, Postsecondary",مدرسو علم الاجتماع، ما بعد المرحلة الثانوية
"Social Sciences Teachers, Postsecondary, All Other","معلمو العلوم الاجتماعية, ما بعد المرحلة الثانوية, كل شيء آخر"
"Health Teachers, Postsecondary",معلمو الصحة، ما بعد المرحلة الثانوية
"Health Specialties Teachers, Postsecondary",معلمو التخصصات الصحية، ما بعد المرحلة الثانوية
"Nursing Instructors and Teachers, Postsecondary",مدربو ومعلمو التمريض، ما بعد المرحلة الثانوية
"Education and Library Science Teachers, Postsecondary",معلمو التعليم وعلوم المكتبات، ما بعد المرحلة الثانوية
"Education Teachers, Postsecondary",معلمو التعليم، ما بعد المرحلة الثانوية
"Library Science Teachers, Postsecondary",معلمو علوم المكتبات، ما بعد المرحلة الثانوية
"Law, Criminal Justice, and Social Work Teachers, Postsecondary",معلمو القانون والعدالة الجنائية والعمل الاجتماعي ، ما بعد المرحلة الثانوية
"Criminal Justice and Law Enforcement Teachers, Postsecondary",مدرسو العدالة الجنائية وإنفاذ القانون، ما بعد المرحلة الثانوية
"Law Teachers, Postsecondary",مدرسو القانون، ما بعد المرحلة الثانوية
"Social Work Teachers, Postsecondary",معلمو العمل الاجتماعي ، ما بعد المرحلة الثانوية
"Arts, Communications, History, and Humanities Teachers, Postsecondary",معلمو الفنون والاتصالات والتاريخ والعلوم الإنسانية، ما بعد المرحلة الثانوية
"Art, Drama, and Music Teachers, Postsecondary",معلمو الفنون والدراما والموسيقى، ما بعد المرحلة الثانوية
"Communications Teachers, Postsecondary",معلمو الاتصالات، ما بعد المرحلة الثانوية
"English Language and Literature Teachers, Postsecondary",مدرسو اللغة الإنجليزية وآدابها، ما بعد المرحلة الثانوية
"Foreign Language and Literature Teachers, Postsecondary",مدرسو اللغات الأجنبية وآدابها، ما بعد المرحلة الثانوية
"History Teachers, Postsecondary",مدرسو التاريخ، ما بعد المرحلة الثانوية
"Philosophy and Religion Teachers, Postsecondary",مدرسو الفلسفة والدين، ما بعد المرحلة الثانوية
Miscellaneous Postsecondary Teachers,معلمو ما بعد المرحلة الثانوية المتنوعون
"Family and Consumer Sciences Teachers, Postsecondary",مدرسو علوم الأسرة والمستهلك، ما بعد المرحلة الثانوية
"Recreation and Fitness Studies Teachers, Postsecondary",مدرسو دراسات الترفيه واللياقة البدنية، ما بعد المرحلة الثانوية
"Career/Technical Education Teachers, Postsecondary","معلمو التعليم المهني/التقني, ما بعد الثانوي"
"Postsecondary Teachers, All Other",معلمو ما بعد المرحلة الثانوية، كل ما عدا ذلك
"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",معلمو مرحلة ما قبل المدرسة والمرحلة الابتدائية والمتوسطة والثانوية والتربية الخاصة
Preschool and Kindergarten Teachers,معلمات رياض الأطفال ورياض الأطفال
"Preschool Teachers, Except Special Education",معلمو مرحلة ما قبل المدرسة، باستثناء التربية الخاصة
"Kindergarten Teachers, Except Special Education",معلمات رياض الأطفال، باستثناء التربية الخاصة
Elementary and Middle School Teachers,معلمو المدارس الابتدائية والمتوسطة
"Elementary School Teachers, Except Special Education",معلمو المدارس الابتدائية، باستثناء التربية الخاصة
"Middle School Teachers, Except Special and Career/Technical Education",معلمو المدارس المتوسطة، باستثناء التعليم الخاص والمهني / التقني
"Career/Technical Education Teachers, Middle School","معلمو التعليم المهني / التقني, المرحلة المتوسطة"
Secondary School Teachers,معلمو المدارس الثانوية
"Secondary School Teachers, Except Special and Career/Technical Education",معلمو المدارس الثانوية، باستثناء التعليم الخاص والمهني / التقني
"Career/Technical Education Teachers, Secondary School","معلمو التعليم المهني / التقني, مدرسة ثانوية"
Special Education Teachers,معلمو التربية الخاصة
"Special Education Teachers, Preschool",معلمو التربية الخاصة، مرحلة ما قبل المدرسة
"Special Education Teachers, Kindergarten and Elementary School",معلمو التربية الخاصة ورياض الأطفال والمدارس الابتدائية
"Special Education Teachers, Middle School",معلمو التربية الخاصة، المرحلة المتوسطة
"Special Education Teachers, Secondary School",معلمو التربية الخاصة، المدرسة الثانوية
"Special Education Teachers, All Other","معلمو التربية الخاصة, كل شيء آخر"
Other Teachers and Instructors,معلمون ومدربون آخرون
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",التعليم الأساسي للكبار، والتعليم الثانوي للكبار، ومدرسي اللغة الإنجليزية كلغة ثانية
Self-Enrichment Teachers,معلمو الإثراء الذاتي
"Substitute Teachers, Short-Term",المعلمون البديلون، على المدى القصير
Tutors,المعلمون
"Teachers and Instructors, All Other",المعلمون والمدربون، كل ما عدا ذلك
"Librarians, Curators, and Archivists",أمناء المكتبات والقيمين وأمناء المحفوظات
"Archivists, Curators, and Museum Technicians",أمناء المحفوظات والقيمون الفنيون وفنيو المتاحف
Archivists,المحفوظات
Curators,القيمين
Museum Technicians and Conservators,فنيو المتاحف والمحافظون عليها
Librarians and Media Collections Specialists,أمناء المكتبات وأخصائيو المجموعات الإعلامية
Library Technicians,فنيو المكتبات
Other Educational Instruction and Library Occupations,التعليم التربوي الآخر ومهن المكتبات
Farm and Home Management Educators,معلمو إدارة المزارع والمنازل
Instructional Coordinators,المنسقون التعليميون
Teaching Assistants,المعيدين
"Teaching Assistants, Postsecondary",مساعدو التدريس، ما بعد المرحلة الثانوية
"Teaching Assistants, Except Postsecondary",المعيدين باستثناء ما بعد المرحلة الثانوية
"Educational Instruction and Library Workers, All Other",التعليم التربوي والعاملين في المكتبات، كل ما عدا ذلك
"Arts, Design, Entertainment, Sports, and Media Occupations",الفنون والتصميم والترفيه والرياضة والمهن الإعلامية
Art and Design Workers,عمال الفن والتصميم
Artists and Related Workers,الفنانون والعاملون ذوو الصلة
Art Directors,المديرون الفنيون
Craft Artists,فنانون حرفيون
"Fine Artists, Including Painters, Sculptors, and Illustrators",الفنانون التشكيليون، بما في ذلك الرسامون والنحاتون والرسامون
Special Effects Artists and Animators,فنانو المؤثرات الخاصة ورسامي الرسوم المتحركة
"Artists and Related Workers, All Other",الفنانون والعمال المرتبطون بهم، كل ما عدا ذلك
Designers,المصممين
Commercial and Industrial Designers,المصممون التجاريون والصناعيون
Fashion Designers,مصممو الأزياء
Floral Designers,مصممو الزهور
Graphic Designers,مصممو جرافيك
Interior Designers,مصممو الديكور الداخلي
Merchandise Displayers and Window Trimmers,مشغلات البضائع وأدوات تشذيب النوافذ
Set and Exhibit Designers,مصممو المجموعات والمعارض
"Designers, All Other",المصممون، كل ما عدا ذلك
"Entertainers and Performers, Sports and Related Workers",الفنانون وفنانو الأداء والرياضة والعاملون ذوو الصلة
"Actors, Producers, and Directors",الممثلون والمنتجون والمخرجون
Actors,الجهات الفاعله
Producers and Directors,المنتجون والمخرجون
"Athletes, Coaches, Umpires, and Related Workers",الرياضيون والمدربون والحكام والعاملون ذوو الصلة
Athletes and Sports Competitors,الرياضيون والمنافسون الرياضيون
Coaches and Scouts,المدربون والكشافة
"Umpires, Referees, and Other Sports Officials",الحكام والحكام وغيرهم من المسؤولين الرياضيين
Dancers and Choreographers,راقصون ومصممو رقصات
Dancers,الراقصون
Choreographers,مصممو الرقصات
"Musicians, Singers, and Related Workers",الموسيقيون والمغنون والعاملون ذوو الصلة
Music Directors and Composers,مديرو الموسيقى والملحنون
Musicians and Singers,الموسيقيون والمغنون
"Miscellaneous Entertainers and Performers, Sports and Related Workers",فنانون وفنانو أداء متنوعون ورياضيون وعاملون ذوو صلة
"Disc Jockeys, Except Radio",فرسان القرص، باستثناء الراديو
"Entertainers and Performers, Sports and Related Workers, All Other",الفنانون وفنانو الأداء ، الرياضة والعمال ذوو الصلة ، كل شيء آخر
Media and Communication Workers,العاملون في مجال الإعلام والاتصال
Broadcast Announcers and Radio Disc Jockeys,مذيعو البث وفرسان الأقراص الإذاعية
"News Analysts, Reporters, and Journalists",محللو الأخبار والمراسلون والصحفيون
Public Relations Specialists,أخصائيو العلاقات العامة
Writers and Editors,الكتاب والمحررون
Editors,المحررين
Technical Writers,الكتاب الفنيون
Writers and Authors,الكتاب والمؤلفون
Miscellaneous Media and Communication Workers,عاملون في مجال الإعلام والاتصال متنوعون
Interpreters and Translators,المترجمون الفوريون والمترجمون التحريريون
Court Reporters and Simultaneous Captioners,مراسلو المحاكم والمعلقون المتزامنون
"Media and Communication Workers, All Other",العاملون في مجال الإعلام والاتصال، وغيرهم
Media and Communication Equipment Workers,عمال معدات الإعلام والاتصالات
"Broadcast, Sound, and Lighting Technicians",فنيو البث والصوت والإضاءة
Audio and Video Technicians,فنيي الصوت والفيديو
Broadcast Technicians,فنيو البث
Sound Engineering Technicians,فنيي هندسة الصوت
Lighting Technicians,فنيو الإضاءة
Photographers,المصورين
