The Neurologist,طبيب الأعصاب
The Psychiatrist,الطبيب النفسي
The Radiologist,أخصائي الأشعة
The Surgeon,ذا سيرجيون
The Pediatric Surgeon,جراح الأطفال
The Miscellaneous Healthcare Diagnosing or Treating Practitioner,ممارس تشخيص أو علاج الرعاية الصحية المتنوعة
The Acupuncturist,أخصائي الوخز بالإبر
The Dental Hygienist,أخصائي صحة الأسنان
The Diagnostic Medical Sonographer,أخصائي الموجات فوق الصوتية الطبية التشخيصية
The Nuclear Medicine Technologist,تقني الطب النووي
The Magnetic Resonance Imaging Technologist,تقني التصوير بالرنين المغناطيسي
The Medical Dosimetrist,أخصائي قياس الجرعات الطبية
The Emergency Medical Technician,فني طب الطوارئ
The Paramedic,المسعف
The Dietetic Technician,فني التغذية
The Pharmacy Technician,فني الصيدلة
The Psychiatric Technician,فني الطب النفسي
The Surgical Technologist,تقني الجراحة
The Ophthalmic Medical Technician,فني طب العيون
The Medical Records Specialist,أخصائي السجلات الطبية
The Hearing Aid Specialist,أخصائي السمع
The Athletic Trainer,المدرب الرياضي
The Genetic Counselor,المستشار الجيني
The Surgical Assistant,المساعد الجراحي
The Healthcare Support Occupation,مهنة دعم الرعاية الصحية
The Nursing Assistant,مساعد التمريض
The Orderlie,ذا أوردرلي
The Psychiatric Aide,مساعد الطب النفسي
The Occupational Therapy Assistant,مساعد العلاج المهني
The Occupational Therapy Aide,مساعد العلاج المهني
The Physical Therapist Assistant,مساعد المعالج الفيزيائي
The Physical Therapist Aide,مساعد المعالج الفيزيائي
The Other Healthcare Support Occupation,مهنة دعم الرعاية الصحية الأخرى
The Massage Therapist,معالج التدليك
The Miscellaneous Healthcare Support Occupation,مهنة دعم الرعاية الصحية المتنوعة
The Dental Assistant,مساعد طب الأسنان
The Medical Assistant,المساعد الطبي
The Medical Equipment Preparer,مُعد المعدات الطبية
The Medical Transcriptionist,الناسخ الطبي
The Pharmacy Aide,مساعد الصيدلة
The Phlebotomist,ذا فليبوتوميست
The Protective Service Occupation,مهنة خدمة الحماية
The Supervisors of Protective Service Worker,المشرفون على عامل خدمة الحماية
The First-Line Supervisors of Law Enforcement Worker,مشرفو الخط الأول للعاملين في مجال إنفاذ القانون
The First-Line Supervisors of Correctional Officer,مشرفو الخط الأول للضابط الإصلاحي
The First-Line Supervisors of Security Worker,مشرفو الخط الأول لعامل الأمن
The Firefighter,رجل الإطفاء
The Fire Inspector,مفتش الحريق
The Law Enforcement Worker,عامل إنفاذ القانون
The Bailiff,ذا بيليف
The Parking Enforcement Worker,عامل إنفاذ مواقف السيارات
The Police Officer,ضابط الشرطة
The Other Protective Service Worker,عامل خدمة الحماية الآخر
The Animal Control Worker,عامل مراقبة الحيوانات
The Security Guard,ذا سيكيورتي جارد
The Miscellaneous Protective Service Worker,عامل خدمة الحماية المتنوعة
The Transportation Security Screener,فاحص أمن النقل
The School Bus Monitor,مراقب الحافلات المدرسية
The Cook,ذا كوك
The Food Preparation Worker,عامل إعداد الطعام
The Bartender,ذا بارتنر
The Dishwasher,غسالة الصحون
The Building Cleaning Worker,عامل تنظيف المبنى
The Pest Control Worker,عامل مكافحة الآفات
The Grounds Maintenance Worker,عامل صيانة الأراضي
The First-Line Supervisors of Gambling Services Worker,مشرفو الخط الأول لعمال خدمات المقامرة
The First-Line Supervisors of Personal Service Worker,مشرفو الخط الأول لعامل الخدمة الشخصية
The Animal Trainer,مدرب الحيوانات
The Animal Caretaker,راعي الحيوانات
The Gambling Services Worker,عامل خدمات المقامرة
The Gambling Dealer,تاجر القمار
The Motion Picture Projectionist,أخصائي عرض الصور المتحركة
The Costume Attendant,ذا كوستيوم أيجنت
The Funeral Service Worker,عامل خدمة الجنازة
The Embalmer,ذا إمبلمر
The Crematory Operator,مشغل محرقة الجثث
The Funeral Attendant,المصاحبة الجنائزية
The Personal Appearance Worker,عامل المظهر الشخصي
The Barber,ذا باربر
The Miscellaneous Personal Appearance Worker,عامل المظهر الشخصي المتنوع
The Shampooer,ذا شامبوور
The Skincare Specialist,أخصائي العناية بالبشرة
The Concierge,ذا كونسييرج
The Childcare Worker,عامل رعاية الأطفال
The Recreation Worker,عامل الترفيه
The Residential Advisor,المستشار السكني
The First-Line Supervisors of Sales Worker,مشرفو الخط الأول لعامل المبيعات
The First-Line Supervisors of Retail Sales Worker,مشرفو الخط الأول لعامل مبيعات التجزئة
The First-Line Supervisors of Non-Retail Sales Worker,مشرفو الخط الأول لعمال المبيعات غير بالتجزئة
The Retail Sales Worker,عامل مبيعات التجزئة
The Cashier,ذا كاشير
The Cashier,ذا كاشير
The Parts Salesperson,مندوب مبيعات قطع الغيار
The Retail Salesperson,مندوب مبيعات التجزئة
The Advertising Sales Agent,وكيل مبيعات الإعلانات
The Insurance Sales Agent,وكيل مبيعات التأمين
The Travel Agent,وكيل السفر
The Model,النموذج
The Real Estate Broker,الوسيط العقاري
The Real Estate Sales Agent,وكيل مبيعات العقارات
The Sales Engineer,مهندس المبيعات
The Telemarketer,المسوق عبر الهاتف
The Communications Equipment Operator,مشغل معدات الاتصالات
The Telephone Operator,مشغل الهاتف
The Financial Clerk,الكاتب المالي
The Gambling Cage Worker,عامل قفص القمار
The Procurement Clerk,كاتب المشتريات
The Teller,ذا تيلير
The Brokerage Clerk,كاتب الوساطة
The Correspondence Clerk,كاتب المراسلات
The Customer Service Representative,ممثل خدمة العملاء
The File Clerk,كاتب الملفات
The New Accounts Clerk,كاتب الحسابات الجديد
The Order Clerk,ذا أوردر كليرك
The Dispatcher,المرسل
The Public Safety Telecommunicator,مسؤول السلامة العامة
The Postal Service Worker,عامل الخدمة البريدية
The Postal Service Clerk,كاتب الخدمة البريدية
The Postal Service Mail Carrier,ناقل بريد الخدمة البريدية
The Data Entry Keyer,مفتاح إدخال البيانات
The Desktop Publisher,ناشر سطح المكتب
The Statistical Assistant,المساعد الإحصائي
The Agricultural Worker,العامل الزراعي
The Agricultural Inspector,المفتش الزراعي
The Animal Breeder,مربي الحيوانات
The Miscellaneous Agricultural Worker,العامل الزراعي المتنوع
The Agricultural Equipment Operator,مشغل المعدات الزراعية
The Logging Worker,عامل التسجيل
The Faller,ذا فالر
The Logging Equipment Operator,مشغل معدات التسجيل
The Construction Trades Worker,عامل تجارة البناء
The Boilermaker,ذا بويلرميكر
The Stonemason,ذا ستونماسون
The Carpenter,ذا كاربنتر
The Carpet Installer,مُثبّت السجاد
The Construction Laborer,عامل البناء
The Construction Equipment Operator,مشغل معدات البناء
The Pile Driver Operator,مشغل ذا بايل درايفر
The Taper,ذا تفتق
The Electrician,ذي إلكهربائي
The Glazier,ذا غلازير
The Insulation Worker,عامل العزل
The Paperhanger,ذا بيبر هانجر
The Pipelayer,ذا بيبلاير
The Roofer,ذا روفير
The Sheet Metal Worker,عامل الصفائح المعدنية
The Solar Photovoltaic Installer,مُركب الطاقة الشمسية الكهروضوئية
The Helpers--Carpenter,المساعدون - كاربنتر
The Helpers--Electrician,المساعدون - كهربائي
The Helpers--Roofer,ذا هيلبرز - روفر
The Fence Erector,ذا فنس ريكتور
The Hazardous Materials Removal Worker,عامل إزالة المواد الخطرة
The Highway Maintenance Worker,عامل صيانة الطرق السريعة
The Extraction Worker,عامل الاستخراج
The Underground Mining Machine Operator,مشغل آلة التعدين تحت الأرض
The Continuous Mining Machine Operator,مشغل آلة التعدين المستمر
The Helpers--Extraction Worker,المساعدون - عامل الاستخراج
The Avionics Technician,فني إلكترونيات الطيران
The Rail Car Repairer,مصلح سيارات السكك الحديدية
The Small Engine Mechanic,ميكانيكي المحركات الصغيرة
The Motorcycle Mechanic,ميكانيكي الدراجات النارية
The Bicycle Repairer,مصلح الدراجات
The Recreational Vehicle Service Technician,فني خدمة المركبات الترفيهية
The Mechanical Door Repairer,مصلح الأبواب الميكانيكية
The Home Appliance Repairer,مصلح الأجهزة المنزلية
The Industrial Machinery Mechanic,ميكانيكي الآلات الصناعية
The Millwright,ذا ميلرايت
The Medical Equipment Repairer,مصلح المعدات الطبية
The Wind Turbine Service Technician,فني خدمة توربينات الرياح
The Commercial Diver,ذا كوميرشال دايفر
The Rigger,ذا ريجر
The Production Occupation,مهنة الإنتاج
The Food Processing Worker,عامل تجهيز الأغذية
The Baker,ذا بيكر
The Miscellaneous Food Processing Worker,عامل تجهيز الأغذية المتنوعة
The Food Batchmaker,ذا فود باتشميكر
The Machinist,ذا ماشينيست
The Printing Worker,ذا برينتينج ووركر
The Printing Press Operator,مشغل المطبعة
The Sewing Machine Operator,مشغل ماكينة الخياطة
The Upholsterer,ذا أوبولستر
The Woodworker,ذا وودووركر
The Furniture Finisher,ذا فيرنتشر فاينشر
The Nuclear Power Reactor Operator,مشغل مفاعل الطاقة النووية
The Power Plant Operator,مشغل محطة الطاقة
The Gas Plant Operator,مشغل محطة الغاز
The Other Production Occupation,مهنة الإنتاج الأخرى
The Cutting Worker,عامل القطع
The Dental Laboratory Technician,فني مختبر الأسنان
The Medical Appliance Technician,فني الأجهزة الطبية
The Ophthalmic Laboratory Technician,فني مختبر العيون
The Painting Worker,عامل الرسم
The Semiconductor Processing Technician,فني معالجة أشباه الموصلات
The Computer Numerically Controlled Tool Operator,مشغل أداة الكمبيوتر التي يتم التحكم فيها رقميًا
The Computer Numerically Controlled Tool Programmer,مبرمج أدوات الكمبيوتر التي يتم التحكم فيها رقميًا
The Miscellaneous Production Worker,عامل الإنتاج المتنوع
The Tire Builder,ذا تاير بيلدر
The Helpers--Production Worker,المساعدون - عامل الإنتاج
The Air Transportation Worker,عامل النقل الجوي
The Commercial Pilot,الطيار التجاري
The Air Traffic Controller,مراقب الحركة الجوية
The Airfield Operations Specialist,أخصائي عمليات المطارات
The Flight Attendant,مضيفة الطيران
The Motor Vehicle Operator,مشغل السيارة
The Driver/Sales Worker,السائق/عامل المبيعات
The Light Truck Driver,سائق الشاحنة الخفيفة
The Passenger Vehicle Driver,سائق سيارة الركاب
The Taxi Driver,سائق التاكسي
The Rail Transportation Worker,عامل النقل بالسكك الحديدية
The Locomotive Engineer,مهندس القاطرة
The Water Transportation Worker,عامل النقل المائي
The Motorboat Operator,مشغل الزورق
The Ship Engineer,مهندس السفينة
The Other Transportation Worker,عامل النقل الآخر
The Parking Attendant,عامل وقوف السيارات
The Transportation Service Attendant,مضيف خدمة النقل
The Aircraft Service Attendant,مضيف خدمة الطائرات
The Traffic Technician,فني المرور
The Transportation Inspector,مفتش النقل
The Passenger Attendant,مضيفة الركاب
The Material Moving Worker,عامل نقل المواد
The Dredge Operator,مشغل الجرافة
The Pumping Station Operator,مشغل محطة الضخ
The Wellhead Pumper,مضخة رأس البئر
