The Mechanical Engineer,El ingeniero mecánico
The Nuclear Engineer,El ingeniero nuclear
The Petroleum Engineer,El ingeniero petrolero
The Drafter,El dibujante
The Mechanical Drafter,El dibujante mecánico
The Life Scientist,El científico de la vida
The Animal Scientist,El científico de animales
The Biological Scientist,El científico biológico
The Microbiologist,El microbiólogo
The Conservation Scientist,El científico de la conservación
The Forester,El silvicultor
The Medical Scientist,El científico médico
The Epidemiologist,El epidemiólogo
The Physical Scientist,El científico físico
The Astronomer,El astrónomo
The Physicist,El físico
The Chemist,El químico
The Materials Scientist,El científico de materiales
The Hydrologist,El hidrólogo
The Economist,El Economista
The Survey Researcher,El investigador de la encuesta
The Psychologist,El psicólogo
The Industrial-Organizational Psychologist,El psicólogo industrial-organizacional
The School Psychologist,El psicólogo escolar
The Sociologist,El sociólogo
The Geographer,El geógrafo
The Historian,El historiador
The Political Scientist,El politólogo
The Agricultural Technician,El técnico agrícola
The Food Science Technician,El técnico en ciencias de los alimentos
The Biological Technician,El técnico biológico
The Chemical Technician,El técnico químico
The Hydrologic Technician,El técnico hidrológico
The Nuclear Technician,El técnico nuclear
The Social Science Research Assistant,El asistente de investigación en ciencias sociales
The Forensic Science Technician,El técnico en ciencias forenses
The Counselor,El consejero
The Rehabilitation Counselor,El consejero de rehabilitación
The Social Worker,El trabajador social
The Healthcare Social Worker,El trabajador social de la salud
The Health Education Specialist,El especialista en educación para la salud
The Community Health Worker,El trabajador de salud comunitario
The Religious Worker,El trabajador religioso
The Clergy,El clero
The Legal Occupation,La ocupación legal
The Lawyer,El abogado
The Judicial Law Clerk,El secretario de derecho judicial
The Legal Support Worker,El trabajador de apoyo legal
The Miscellaneous Legal Support Worker,El trabajador de apoyo legal diverso
The Postsecondary Teacher,El profesor de educación superior
The Miscellaneous Postsecondary Teacher,El profesor de educación superior miscelánea
The Secondary School Teacher,El profesor de secundaria
The Special Education Teacher,El profesor de educación especial
The Self-Enrichment Teacher,El profesor de autoenriquecimiento
The Tutor,El tutor
The Archivist,El archivero
The Curator,El curador
The Library Technician,El técnico de biblioteca
The Instructional Coordinator,El coordinador de instrucción
The Teaching Assistant,El asistente de enseñanza
The Art Director,El director de arte
The Craft Artist,El artista artesanal
The Designer,El diseñador
The Fashion Designer,El diseñador de moda
The Floral Designer,El diseñador floral
The Graphic Designer,El diseñador gráfico
The Interior Designer,El diseñador de interiores
The Actor,El actor
The Dancer,El bailarín
The Choreographer,El coreógrafo
The Public Relations Specialist,El especialista en relaciones públicas
The Editor,El editor
The Technical Writer,El escritor técnico
The Broadcast Technician,El técnico de radiodifusión
The Sound Engineering Technician,El técnico de ingeniería de sonido
The Lighting Technician,El técnico de iluminación
The Photographer,El fotógrafo
The Healthcare Diagnosing or Treating Practitioner,El profesional de la salud que diagnostica o trata
The Chiropractor,El quiropráctico
The Dentist,El dentista
The Orthodontist,El ortodoncista
The Prosthodontist,El prostodoncista
The Optometrist,El optometrista
The Pharmacist,El farmacéutico
The Physician Assistant,El asistente médico
The Podiatrist,El podólogo
The Therapist,El terapeuta
The Occupational Therapist,El terapeuta ocupacional
The Physical Therapist,El fisioterapeuta
The Radiation Therapist,El radioterapeuta
The Recreational Therapist,El terapeuta recreativo
The Respiratory Therapist,El terapeuta respiratorio
The Speech-Language Pathologist,El patólogo del habla y el lenguaje
The Exercise Physiologist,El fisiólogo del ejercicio
The Veterinarian,El veterinario
The Registered Nurse,La enfermera registrada
The Nurse Anesthetist,La enfermera anestesista
The Nurse Midwive,La enfermera comadrona
The Nurse Practitioner,La enfermera practicante
The Audiologist,El audiólogo
The Physician,El médico
The Anesthesiologist,El anestesiólogo
The Cardiologist,El cardiólogo
The Dermatologist,El dermatólogo
The Emergency Medicine Physician,El médico de urgencias
The Family Medicine Physician,El médico de medicina familiar
The General Internal Medicine Physician,El médico general de medicina interna
The Neurologist,El neurólogo
The Psychiatrist,El psiquiatra
The Radiologist,El radiólogo
The Surgeon,El cirujano
The Pediatric Surgeon,El cirujano pediátrico
The Miscellaneous Healthcare Diagnosing or Treating Practitioner,El profesional de diagnóstico o tratamiento de la salud diversa
The Acupuncturist,El acupunturista
The Dental Hygienist,El higienista dental
The Diagnostic Medical Sonographer,El ecografista de diagnóstico médico
The Nuclear Medicine Technologist,El tecnólogo de medicina nuclear
The Magnetic Resonance Imaging Technologist,El tecnólogo de imágenes por resonancia magnética
The Medical Dosimetrist,El dosimetrista médico
The Emergency Medical Technician,El técnico médico de emergencias
The Paramedic,El paramédico
The Dietetic Technician,El técnico en dietética
The Pharmacy Technician,El técnico de farmacia
The Psychiatric Technician,El técnico psiquiátrico
The Surgical Technologist,El tecnólogo quirúrgico
The Ophthalmic Medical Technician,El técnico médico oftálmico
The Medical Records Specialist,El especialista en registros médicos
The Hearing Aid Specialist,El especialista en audífonos
The Athletic Trainer,El entrenador de atletismo
The Genetic Counselor,El consejero genético
The Surgical Assistant,El asistente quirúrgico
The Healthcare Support Occupation,La ocupación de apoyo a la salud
The Nursing Assistant,El asistente de enfermería
The Orderlie,El Orderlie
The Psychiatric Aide,El asistente psiquiátrico
The Occupational Therapy Assistant,El asistente de terapia ocupacional
The Occupational Therapy Aide,El asistente de terapia ocupacional
The Physical Therapist Assistant,El asistente de fisioterapeuta
The Physical Therapist Aide,El asistente del fisioterapeuta
The Other Healthcare Support Occupation,La otra ocupación de apoyo a la salud
The Massage Therapist,El masajista
The Miscellaneous Healthcare Support Occupation,La ocupación diversa de apoyo a la salud
The Dental Assistant,El asistente dental
The Medical Assistant,El asistente médico
The Medical Equipment Preparer,El preparador de equipos médicos
The Medical Transcriptionist,El transcriptor médico
The Pharmacy Aide,El asistente de farmacia
The Phlebotomist,El flebotomista
The Protective Service Occupation,La ocupación del servicio de protección
The Supervisors of Protective Service Worker,Los supervisores del trabajador del servicio de protección
The First-Line Supervisors of Law Enforcement Worker,Los supervisores de primera línea del trabajador encargado de hacer cumplir la ley
The First-Line Supervisors of Correctional Officer,Los supervisores de primera línea del oficial penitenciario
The First-Line Supervisors of Security Worker,Los supervisores de primera línea del trabajador de seguridad
The Firefighter,El bombero
The Fire Inspector,El inspector de incendios
The Law Enforcement Worker,El trabajador encargado de hacer cumplir la ley
The Bailiff,El alguacil
The Parking Enforcement Worker,El trabajador de estacionamiento
The Police Officer,El oficial de policía
The Other Protective Service Worker,El otro trabajador del servicio de protección
The Animal Control Worker,El trabajador de control de animales
The Security Guard,El guardia de seguridad
The Miscellaneous Protective Service Worker,El trabajador del Servicio de Protección Miscelánea
The Transportation Security Screener,El evaluador de seguridad en el transporte
The School Bus Monitor,El monitor del autobús escolar
The Cook,El cocinero
The Food Preparation Worker,El trabajador de preparación de alimentos
The Bartender,El camarero
The Dishwasher,El lavavajillas
The Building Cleaning Worker,El trabajador de limpieza de edificios
The Pest Control Worker,El trabajador de control de plagas
The Grounds Maintenance Worker,El trabajador de mantenimiento de terrenos
The First-Line Supervisors of Gambling Services Worker,Los supervisores de primera línea del trabajador de servicios de juego
The First-Line Supervisors of Personal Service Worker,Los supervisores de primera línea del trabajador de servicio personal
The Animal Trainer,El adiestrador de animales
The Animal Caretaker,El cuidador de animales
The Gambling Services Worker,El trabajador de los servicios de juego
The Gambling Dealer,El crupier de juegos de azar
The Motion Picture Projectionist,El proyeccionista cinematográfico
The Costume Attendant,El asistente de disfraces
The Funeral Service Worker,El trabajador del servicio funerario
The Embalmer,El embalsamador
The Crematory Operator,El operador de crematorios
The Funeral Attendant,El asistente de la funeraria
The Personal Appearance Worker,El trabajador de apariencia personal
The Barber,El barbero
The Miscellaneous Personal Appearance Worker,El trabajador de apariencia personal miscelánea
The Shampooer,El champú
The Skincare Specialist,El especialista en cuidado de la piel
The Concierge,El conserje
The Childcare Worker,La trabajadora de cuidado infantil
The Recreation Worker,El trabajador recreativo
The Residential Advisor,El asesor residencial
The First-Line Supervisors of Sales Worker,Los supervisores de primera línea del trabajador de ventas
The First-Line Supervisors of Retail Sales Worker,Los supervisores de primera línea del trabajador de ventas minoristas
The First-Line Supervisors of Non-Retail Sales Worker,Los supervisores de primera línea de trabajadores de ventas no minoristas
The Retail Sales Worker,El trabajador de ventas minoristas
The Cashier,El cajero
The Cashier,El cajero
The Parts Salesperson,El vendedor de repuestos
The Retail Salesperson,El vendedor minorista
The Advertising Sales Agent,El agente de ventas de publicidad
The Insurance Sales Agent,El agente de ventas de seguros
The Travel Agent,El agente de viajes
The Model,El modelo
The Real Estate Broker,El corredor de bienes raíces
The Real Estate Sales Agent,El agente de ventas de bienes raíces
The Sales Engineer,El ingeniero de ventas
The Telemarketer,El vendedor por teléfono
The Communications Equipment Operator,El operador del equipo de comunicaciones
The Telephone Operator,El operador de telefonía
The Financial Clerk,El empleado financiero
The Gambling Cage Worker,El trabajador de las jaulas de juego
The Procurement Clerk,El empleado de adquisiciones
The Teller,El cajero
The Brokerage Clerk,El empleado de corretaje
The Correspondence Clerk,El empleado de correspondencia
The Customer Service Representative,El representante de servicio al cliente
The File Clerk,El archivador
The New Accounts Clerk,El nuevo empleado de cuentas
The Order Clerk,El secretario de pedidos
The Dispatcher,El despachador
The Public Safety Telecommunicator,El telecomunicador de seguridad pública
The Postal Service Worker,El trabajador del servicio postal
The Postal Service Clerk,El empleado del servicio postal
The Postal Service Mail Carrier,El cartero del servicio postal
The Data Entry Keyer,La clave de entrada de datos
The Desktop Publisher,El editor de escritorio
The Statistical Assistant,El asistente de estadística
The Agricultural Worker,El trabajador agrícola
The Agricultural Inspector,El inspector de agricultura
The Animal Breeder,El criador de animales
The Miscellaneous Agricultural Worker,El trabajador agrícola misceláneo
The Agricultural Equipment Operator,El operador de equipos agrícolas
The Logging Worker,El trabajador maderero
The Faller,El Caller
The Logging Equipment Operator,El operador del equipo de registro
The Construction Trades Worker,El trabajador de los oficios de la construcción
The Boilermaker,El Boilermaker
The Stonemason,El albañil
The Carpenter,El carpintero
The Carpet Installer,El instalador de alfombras
The Construction Laborer,El obrero de la construcción
The Construction Equipment Operator,El operador de equipos de construcción
The Pile Driver Operator,El operador de Pile Driver
The Taper,El Taper
The Electrician,El electricista
The Glazier,El vidriero
The Insulation Worker,El trabajador de aislamiento
The Paperhanger,El Paperhanger
The Pipelayer,El Pipelayer
The Roofer,El techador
The Sheet Metal Worker,El trabajador de chapa
The Solar Photovoltaic Installer,El instalador de energía solar fotovoltaica
The Helpers--Carpenter,Los ayudantes: Carpenter
The Helpers--Electrician,Los ayudantes: electricista
The Helpers--Roofer,Los ayudantes: Techer
The Fence Erector,El montador de vallas
The Hazardous Materials Removal Worker,El trabajador de remoción de materiales peligrosos
The Highway Maintenance Worker,El trabajador de mantenimiento de carreteras
The Extraction Worker,El trabajador de extracción
The Underground Mining Machine Operator,El operador de máquinas de minería subterránea
The Continuous Mining Machine Operator,El operador continuo de máquinas mineras
The Helpers--Extraction Worker,Los ayudantes: el trabajador de extracción
The Avionics Technician,El técnico de aviónica
The Rail Car Repairer,El reparador de vagones
The Small Engine Mechanic,El mecánico de motores pequeños
The Motorcycle Mechanic,El mecánico de motocicletas
The Bicycle Repairer,El reparador de bicicletas
The Recreational Vehicle Service Technician,El técnico de servicio de vehículos recreativos
The Mechanical Door Repairer,El reparador mecánico de puertas
The Home Appliance Repairer,El reparador de electrodomésticos
The Industrial Machinery Mechanic,El mecánico de maquinaria industrial
The Millwright,El molinero
The Medical Equipment Repairer,El reparador de equipos médicos
The Wind Turbine Service Technician,El técnico de servicio de aerogeneradores
The Commercial Diver,El buceador comercial
The Rigger,El aparejador
The Production Occupation,La ocupación de la producción
The Food Processing Worker,El trabajador de procesamiento de alimentos
The Baker,El panadero
The Miscellaneous Food Processing Worker,El trabajador de procesamiento de alimentos diversos
The Food Batchmaker,El fabricante de lotes de alimentos
The Machinist,El maquinista
The Printing Worker,El trabajador de impresión
The Printing Press Operator,El operador de la imprenta
The Sewing Machine Operator,El operador de la máquina de coser
The Upholsterer,El tapicero
The Woodworker,El carpintero
The Furniture Finisher,El terminador de muebles
The Nuclear Power Reactor Operator,El operador del reactor de energía nuclear
The Power Plant Operator,El operador de la central eléctrica
The Gas Plant Operator,El operador de la planta de gas
The Other Production Occupation,La otra ocupación de producción
The Cutting Worker,El trabajador de corte
The Dental Laboratory Technician,El técnico del laboratorio dental
The Medical Appliance Technician,El técnico de aparatos médicos
The Ophthalmic Laboratory Technician,El técnico del laboratorio oftálmico
The Painting Worker,El trabajador de la pintura
The Semiconductor Processing Technician,El técnico de procesamiento de semiconductores
The Computer Numerically Controlled Tool Operator,El operador de herramientas controlado numéricamente por computadora
The Computer Numerically Controlled Tool Programmer,El programador de herramientas controlado numéricamente por computadora
The Miscellaneous Production Worker,El trabajador de producción diverso
The Tire Builder,El fabricante de neumáticos
The Helpers--Production Worker,Los ayudantes: trabajador de producción
The Air Transportation Worker,El trabajador del transporte aéreo
The Commercial Pilot,El piloto comercial
The Air Traffic Controller,El controlador de tráfico aéreo
The Airfield Operations Specialist,El especialista en operaciones de aeródromos
The Flight Attendant,La azafata
The Motor Vehicle Operator,El operador de vehículos motorizados
The Driver/Sales Worker,El conductor/trabajador de ventas
The Light Truck Driver,El conductor del camión ligero
The Passenger Vehicle Driver,El conductor del vehículo de pasajeros
The Taxi Driver,El taxista
The Rail Transportation Worker,El trabajador del transporte ferroviario
The Locomotive Engineer,El ingeniero de locomotoras
The Water Transportation Worker,El trabajador del transporte acuático
The Motorboat Operator,El operador de lanchas motoras
The Ship Engineer,El ingeniero naval
The Other Transportation Worker,El otro trabajador del transporte
The Parking Attendant,El encargado del estacionamiento
The Transportation Service Attendant,El asistente del servicio de transporte
The Aircraft Service Attendant,El auxiliar de servicio de aeronaves
The Traffic Technician,El técnico de tráfico
The Transportation Inspector,El inspector de transporte
The Passenger Attendant,El asistente de pasajeros
The Material Moving Worker,El trabajador que mueve materiales
The Dredge Operator,El operador de dragado
The Pumping Station Operator,El operador de la estación de bombeo
The Wellhead Pumper,El bombeador de pozos
