The Computer Network Support Specialist,أخصائي دعم شبكات الكمبيوتر
The Computer User Support Specialist,أخصائي دعم مستخدمي الكمبيوتر
The Computer Network Architect,مهندس شبكات الحاسوب
The Database Administrator,مسؤول قاعدة البيانات
The Database Architect,مهندس قواعد البيانات
The Computer Programmer,مبرمج الحاسوب
The Software Developer,مطور البرامج
The Web Developer,مطور الويب
The Mathematical Science Occupation,مهنة العلوم الرياضية
The Actuarie,الاكتواري
The Mathematician,عالم الرياضيات
The Operations Research Analyst,محلل بحوث العمليات
The Statistician,الإحصائي
The Data Scientist,عالم البيانات
The Surveyor,المساح
The Engineer,المهندس
The Aerospace Engineer,مهندس الطيران
The Agricultural Engineer,المهندس الزراعي
The Chemical Engineer,المهندس الكيميائي
The Civil Engineer,المهندس المدني
The Computer Hardware Engineer,مهندس أجهزة الكمبيوتر
The Electrical Engineer,المهندس الكهربائي
The Environmental Engineer,مهندس البيئة
The Industrial Engineer,المهندس الصناعي
The Materials Engineer,مهندس المواد
The Mechanical Engineer,المهندس الميكانيكي
The Nuclear Engineer,المهندس النووي
The Petroleum Engineer,مهندس البترول
The Drafter,الرسام
The Mechanical Drafter,الصياغة الميكانيكية
The Life Scientist,عالم الحياة
The Animal Scientist,عالم الحيوان
The Biological Scientist,العالم البيولوجي
The Microbiologist,عالم الأحياء الدقيقة
The Conservation Scientist,عالم الحفظ
The Forester,الحراجي
The Medical Scientist,العالم الطبي
The Epidemiologist,عالم الأوبئة
The Physical Scientist,عالم الفيزياء
The Astronomer,الفلكي
The Physicist,الفيزيائي
The Chemist,الكيميائي
The Materials Scientist,عالم المواد
The Hydrologist,الهيدرولوجي
The Economist,الإيكونوميست
The Survey Researcher,باحث المسح
The Psychologist,عالم النفس
The Industrial-Organizational Psychologist,عالم النفس الصناعي التنظيمي
The School Psychologist,عالم نفس المدرسة
The Sociologist,عالم الاجتماع
The Geographer,الجغرافي
The Historian,المؤرخ
The Political Scientist,العالم السياسي
The Agricultural Technician,فني زراعي
The Food Science Technician,فني علوم الغذاء
The Biological Technician,الفني البيولوجي
The Chemical Technician,فني كيميائي
The Hydrologic Technician,فني الهيدرولوجيا
The Nuclear Technician,فني نووي
The Social Science Research Assistant,مساعد أبحاث العلوم الاجتماعية
The Forensic Science Technician,فني علوم الطب الشرعي
The Counselor,المستشار
The Rehabilitation Counselor,مستشار إعادة التأهيل
The Social Worker,الأخصائي الاجتماعي
The Healthcare Social Worker,العامل الاجتماعي الصحي
The Health Education Specialist,أخصائي التثقيف الصحي
The Community Health Worker,عامل صحة المجتمع
The Religious Worker,العامل الديني
The Clergy,رجال الدين
The Legal Occupation,الاحتلال القانوني
The Lawyer,المحامي
The Judicial Law Clerk,كاتب القانون القضائي
The Legal Support Worker,عامل الدعم القانوني
The Miscellaneous Legal Support Worker,عامل الدعم القانوني المتنوع
The Postsecondary Teacher,مدرس ما بعد المرحلة الثانوية
The Miscellaneous Postsecondary Teacher,مدرس متنوع ما بعد المرحلة الثانوية
The Secondary School Teacher,مدرس المدرسة الثانوية
The Special Education Teacher,مدرس التربية الخاصة
The Self-Enrichment Teacher,مدرس الإثراء الذاتي
The Tutor,المعلم
The Archivist,أمين المحفوظات
The Curator,القيم
The Library Technician,فني المكتبة
The Instructional Coordinator,منسق التدريس
The Teaching Assistant,معيد
The Art Director,المدير الفني
The Craft Artist,الفنان الحرفي
The Designer,المصمم
The Fashion Designer,مصمم الأزياء
The Floral Designer,مصمم الأزهار
The Graphic Designer,مصمم الجرافيك
The Interior Designer,المصمم الداخلي
The Actor,الممثل
The Dancer,راقصة
The Choreographer,مصمم الرقصات
The Public Relations Specialist,أخصائي العلاقات العامة
The Editor,المحرر
The Technical Writer,الكاتب الفني
The Broadcast Technician,فني البث
The Sound Engineering Technician,فني هندسة الصوت
The Lighting Technician,فني الإضاءة
The Photographer,المصور
The Healthcare Diagnosing or Treating Practitioner,ممارس الرعاية الصحية التشخيص أو العلاج
The Chiropractor,مقوم العظام
The Dentist,طبيب الاسنان
The Orthodontist,أخصائي تقويم الأسنان
The Prosthodontist,أخصائي التعويضات السنية
The Optometrist,طبيب العيون
The Pharmacist,الصيدلاني
The Physician Assistant,مساعد الطبيب
The Podiatrist,أخصائي الأقدام
The Therapist,المعالج
The Occupational Therapist,المعالج المهني
The Physical Therapist,المعالج الفيزيائي
The Radiation Therapist,المعالج الإشعاعي
The Recreational Therapist,المعالج الترفيهي
The Respiratory Therapist,المعالج التنفسي
The Speech-Language Pathologist,أخصائي أمراض النطق واللغة
The Exercise Physiologist,عالم فسيولوجيا التمرين
The Veterinarian,الطبيب البيطري
The Registered Nurse,الممرضة المسجلة
The Nurse Anesthetist,ممرضة التخدير
The Nurse Midwive,القابلات الممرضة
The Nurse Practitioner,ممرضة ممارس
The Audiologist,السمعيات
The Physician,الطبيب
The Anesthesiologist,طبيب التخدير
The Cardiologist,طبيب القلب
The Dermatologist,طبيب الجلدية
The Emergency Medicine Physician,طبيب طب الطوارئ
The Family Medicine Physician,طبيب طب الأسرة
The General Internal Medicine Physician,طبيب الباطنة العام
The Neurologist,طبيب الأعصاب
The Psychiatrist,الطبيب النفسي
The Radiologist,أخصائي الأشعة
The Surgeon,الجراح
The Pediatric Surgeon,جراح الأطفال
The Miscellaneous Healthcare Diagnosing or Treating Practitioner,ممارس تشخيص أو علاج الرعاية الصحية المتنوعة
The Acupuncturist,أخصائي الوخز بالإبر
The Dental Hygienist,أخصائي صحة الأسنان
The Diagnostic Medical Sonographer,المصور الطبي التشخيصي
The Nuclear Medicine Technologist,تقني الطب النووي
The Magnetic Resonance Imaging Technologist,تقني التصوير بالرنين المغناطيسي
The Medical Dosimetrist,طبيب الجرعات الطبية
The Emergency Medical Technician,فني طب الطوارئ
The Paramedic,المسعف
The Dietetic Technician,فني الحمية
The Pharmacy Technician,فني الصيدلة
The Psychiatric Technician,فني الطب النفسي
The Surgical Technologist,التقني الجراحي
The Ophthalmic Medical Technician,فني طب العيون
The Medical Records Specialist,اخصائي السجلات الطبية
The Hearing Aid Specialist,أخصائي السمع
The Athletic Trainer,المدرب الرياضي
The Genetic Counselor,المستشار الجيني
The Surgical Assistant,المساعد الجراحي
The Healthcare Support Occupation,مهنة دعم الرعاية الصحية
The Nursing Assistant,مساعد التمريض
The Orderlie,Orderlie
The Psychiatric Aide,المساعد النفسي
The Occupational Therapy Assistant,مساعد العلاج الوظيفي
The Occupational Therapy Aide,مساعد العلاج الوظيفي
The Physical Therapist Assistant,مساعد المعالج الفيزيائي
The Physical Therapist Aide,مساعد المعالج الفيزيائي
The Other Healthcare Support Occupation,مهنة دعم الرعاية الصحية الأخرى
The Massage Therapist,المعالج بالتدليك
The Miscellaneous Healthcare Support Occupation,مهنة دعم الرعاية الصحية المتنوعة
The Dental Assistant,مساعد طب الأسنان
The Medical Assistant,المساعد الطبي
The Medical Equipment Preparer,معد المعدات الطبية
The Medical Transcriptionist,الناسخ الطبي
The Pharmacy Aide,مساعد الصيدلية
The Phlebotomist,الفاصد
The Protective Service Occupation,الاحتلال خدمة الحماية
The Supervisors of Protective Service Worker,المشرفون على عامل الخدمة الوقائية
The First-Line Supervisors of Law Enforcement Worker,مراقبو الخط الأول للعامل المكلف بإنفاذ القانون
The First-Line Supervisors of Correctional Officer,مشرفو الخط الأول لموظف الإصلاح
The First-Line Supervisors of Security Worker,مشرفو الخط الأول للعامل الأمني
The Firefighter,رجال الاطفاء
The Fire Inspector,مفتش الحريق
The Law Enforcement Worker,العامل المكلف بتنفيذ القانون
The Bailiff,البيليف
The Parking Enforcement Worker,عامل تنفيذ المواقف
The Police Officer,ضابط الشرطة
The Other Protective Service Worker,عامل خدمة الحماية الآخر
The Animal Control Worker,عامل مراقبة الحيوان
The Security Guard,حارس الأمن
The Miscellaneous Protective Service Worker,عامل خدمات الحماية المتنوعة
The Transportation Security Screener,مراقب أمن النقل
The School Bus Monitor,مراقب الحافلة المدرسية
The Cook,الطباخ
The Food Preparation Worker,عامل تحضير الطعام
The Bartender,نادل
The Dishwasher,غسالة الصحون
The Building Cleaning Worker,عامل تنظيف المباني
The Pest Control Worker,عامل مكافحة الحشرات
The Grounds Maintenance Worker,عامل صيانة الاراضي
The First-Line Supervisors of Gambling Services Worker,مشرفو الخط الأول لعامل خدمات القمار
The First-Line Supervisors of Personal Service Worker,مشرفو الخط الأول لعامل الخدمة الشخصية
The Animal Trainer,مدرب الحيوان
The Animal Caretaker,القائم بأعمال الحيوان
The Gambling Services Worker,عامل خدمات القمار
The Gambling Dealer,تاجر القمار
The Motion Picture Projectionist,عارض الصور المتحركة
The Costume Attendant,المصاحب زي
The Funeral Service Worker,عامل خدمة الجنازة
The Embalmer,المحنط
The Crematory Operator,عامل المحارق
The Funeral Attendant,مرافق الجنازة
The Personal Appearance Worker,عامل المظهر الشخصي
The Barber,الحلاق
The Miscellaneous Personal Appearance Worker,عامل المظهر الشخصي المتنوع
The Shampooer,الشامبو
The Skincare Specialist,أخصائي العناية بالبشرة
The Concierge,البواب
The Childcare Worker,عاملة رعاية الأطفال
The Recreation Worker,عامل الاستجمام
The Residential Advisor,المستشار السكني
The First-Line Supervisors of Sales Worker,مشرفو الخط الأول لعامل المبيعات
The First-Line Supervisors of Retail Sales Worker,مشرفو الخط الأول لعامل مبيعات التجزئة
The First-Line Supervisors of Non-Retail Sales Worker,مشرفو الخط الأول لعامل مبيعات غير بالتجزئة
The Retail Sales Worker,عامل مبيعات التجزئة
The Cashier,أمين الصندوق
The Cashier,أمين الصندوق
The Parts Salesperson,مندوب مبيعات القطع
The Retail Salesperson,مندوب مبيعات التجزئة
The Advertising Sales Agent,وكيل مبيعات الإعلانات
The Insurance Sales Agent,وكيل مبيعات التأمين
The Travel Agent,وكيل السفر
The Model,الموديل
The Real Estate Broker,الوسيط العقاري
The Real Estate Sales Agent,وكيل مبيعات العقارات
The Sales Engineer,مهندس المبيعات
The Telemarketer,المسوق عبر الهاتف
The Communications Equipment Operator,مشغل معدات الاتصالات
The Telephone Operator,عامل الهاتف
The Financial Clerk,الكاتب المالي
The Gambling Cage Worker,عامل قفص القمار
The Procurement Clerk,كاتب المشتريات
The Teller,الصراف
The Brokerage Clerk,كاتب السمسرة
The Correspondence Clerk,كاتب المراسلات
The Customer Service Representative,مندوب خدمة العملاء
The File Clerk,كاتب الملفات
The New Accounts Clerk,كاتب الحسابات الجديد
The Order Clerk,كاتب النظام
The Dispatcher,المرسل
The Public Safety Telecommunicator,الاتصال عن بعد للسلامة العامة
The Postal Service Worker,عامل الخدمة البريدية
The Postal Service Clerk,كاتب الخدمة البريدية
The Postal Service Mail Carrier,شركة البريد لخدمة البريد
The Data Entry Keyer,مفتاح إدخال البيانات
The Desktop Publisher,الناشر المكتبي
The Statistical Assistant,المساعد الإحصائي
The Agricultural Worker,العامل الزراعي
The Agricultural Inspector,المفتش الزراعي
The Animal Breeder,مربي الحيوانات
The Miscellaneous Agricultural Worker,العامل الزراعي المتنوع
The Agricultural Equipment Operator,مشغل المعدات الزراعية
The Logging Worker,عامل التسجيل
The Faller,الساقط
The Logging Equipment Operator,مشغل معدات التسجيل
The Construction Trades Worker,عامل البناء
The Boilermaker,صانع الغلايات
The Stonemason,الحجارة
The Carpenter,النجار
The Carpet Installer,عامل تركيب السجاد
The Construction Laborer,عامل البناء
The Construction Equipment Operator,مشغل معدات البناء
The Pile Driver Operator,مشغل كومة سائق
The Taper,تفتق
The Electrician,الكهربائي
The Glazier,الصقيل
The Insulation Worker,عامل العزل
The Paperhanger,المعلق الورقي
The Pipelayer,ماكينة وضع الأنابيب
The Roofer,صاحب الأسقف
The Sheet Metal Worker,عامل الصفائح المعدنية
The Solar Photovoltaic Installer,مركب الطاقة الشمسية الكهروضوئية
The Helpers--Carpenter,المساعدون - نجار
The Helpers--Electrician,المساعدون - كهربائي
The Helpers--Roofer,المساعدون - الأسقف
The Fence Erector,نصب السياج
The Hazardous Materials Removal Worker,عامل إزالة المواد الخطرة
The Highway Maintenance Worker,عامل صيانة الطريق السريع
The Extraction Worker,عامل الاستخراج
The Underground Mining Machine Operator,مشغل آلة التعدين تحت الأرض
The Continuous Mining Machine Operator,مشغل آلة التعدين المستمر
The Helpers--Extraction Worker,المساعدون - عامل الاستخراج
The Avionics Technician,فني الكترونيات الطيران
The Rail Car Repairer,مصلح سيارات السكك الحديدية
The Small Engine Mechanic,ميكانيكي المحرك الصغير
The Motorcycle Mechanic,ميكانيكي الدراجات النارية
The Bicycle Repairer,مصلح الدراجات
The Recreational Vehicle Service Technician,فني خدمة المركبات الترفيهية
The Mechanical Door Repairer,مصلح الباب الميكانيكي
The Home Appliance Repairer,مصلح الأجهزة المنزلية
The Industrial Machinery Mechanic,ميكانيكي الآلات الصناعية
The Millwright,مطحنة
The Medical Equipment Repairer,مصلح المعدات الطبية
The Wind Turbine Service Technician,فني خدمة توربينات الرياح
The Commercial Diver,الغواص التجاري
The Rigger,الحفار
The Production Occupation,مهنة الإنتاج
The Food Processing Worker,عامل تجهيز الأغذية
The Baker,الخباز
The Miscellaneous Food Processing Worker,عامل تجهيز الأغذية المتنوعة
The Food Batchmaker,الغذاء باتشميكر
The Machinist,الميكانيكي
The Printing Worker,عامل الطباعة
The Printing Press Operator,مشغل المطبعة
The Sewing Machine Operator,مشغل ماكينة الخياطة
The Upholsterer,المنجد
The Woodworker,النجار
The Furniture Finisher,تشطيب الأثاث
The Nuclear Power Reactor Operator,مشغل مفاعل الطاقة النووية
The Power Plant Operator,مشغل محطة توليد الكهرباء
The Gas Plant Operator,مشغل محطة الغاز
The Other Production Occupation,مهنة الإنتاج الأخرى
The Cutting Worker,عامل القطع
The Dental Laboratory Technician,فني معمل الأسنان
The Medical Appliance Technician,فني الأجهزة الطبية
The Ophthalmic Laboratory Technician,فني معمل طب وجراحة العيون
The Painting Worker,عامل الرسم
The Semiconductor Processing Technician,فني معالجة أشباه الموصلات
The Computer Numerically Controlled Tool Operator,مشغل أداة يتم التحكم فيه عدديًا بالكمبيوتر
The Computer Numerically Controlled Tool Programmer,مبرمج الأدوات التي يتم التحكم فيها عدديًا بالكمبيوتر
The Miscellaneous Production Worker,عامل الإنتاج المتنوع
The Tire Builder,منشئ الإطارات
The Helpers--Production Worker,المساعدون - عامل الإنتاج
The Air Transportation Worker,عامل النقل الجوي
The Commercial Pilot,الطيار التجاري
The Air Traffic Controller,مراقب الحركة الجوية
The Airfield Operations Specialist,أخصائي عمليات المطارات
The Flight Attendant,المضيفة
The Motor Vehicle Operator,مشغل السيارة
The Driver/Sales Worker,السائق / عامل المبيعات
The Light Truck Driver,سائق الشاحنة الخفيفة
The Passenger Vehicle Driver,سائق مركبة الركاب
The Taxi Driver,سائق سيارة أجرة
The Rail Transportation Worker,عامل النقل بالسكك الحديدية
The Locomotive Engineer,مهندس القاطرة
The Water Transportation Worker,عامل نقل المياه
The Motorboat Operator,مشغل زورق آلي
The Ship Engineer,مهندس السفينة
The Other Transportation Worker,عامل النقل الآخر
The Parking Attendant,المصاحبة
The Transportation Service Attendant,عامل خدمة النقل
The Aircraft Service Attendant,مضيف خدمة الطائرات
The Traffic Technician,فني المرور
The Transportation Inspector,مفتش النقل
The Passenger Attendant,مرافق الراكب
The Material Moving Worker,عامل نقل المواد
The Dredge Operator,مشغل نعرات
The Pumping Station Operator,مشغل محطة الضخ
The Wellhead Pumper,مضخة رأس البئر
