The Materials Engineer,El ingeniero de materiales
The Mechanical Engineer,el ingeniero mecanico
The Nuclear Engineer,El ingeniero nuclear
The Petroleum Engineer,El ingeniero petrolero
The Drafter,el redactor
The Mechanical Drafter,El dibujante mecánico
The Life Scientist,El científico de la vida
The Animal Scientist,El científico animal
The Biological Scientist,El científico biológico
The Microbiologist,el microbiólogo
The Conservation Scientist,El científico de la conservación
The Forester,el silvicultor
The Medical Scientist,El científico médico
The Epidemiologist,el epidemiólogo
The Physical Scientist,El científico físico
The Astronomer,el astrónomo
The Physicist,el fisico
The Chemist,El químico
The Materials Scientist,El científico de materiales
The Hydrologist,el hidrólogo
The Economist,El economista
The Survey Researcher,El investigador de la encuesta
The Psychologist,El psicologo
The Industrial-Organizational Psychologist,El Psicólogo Industrial-Organizacional
The School Psychologist,El psicólogo escolar
The Sociologist,el sociólogo
The Geographer,el geógrafo
The Historian,el historiador
The Political Scientist,El politólogo
The Agricultural Technician,El Técnico Agrícola
The Food Science Technician,El Técnico en Ciencias de los Alimentos
The Biological Technician,El técnico biológico
The Chemical Technician,El Técnico Químico
The Hydrologic Technician,El Técnico Hidrológico
The Nuclear Technician,El técnico nuclear
The Social Science Research Assistant,Asistente de Investigación en Ciencias Sociales
The Forensic Science Technician,El Técnico en Ciencias Forenses
The Counselor,El Consejero
The Rehabilitation Counselor,El consejero de rehabilitación
The Social Worker,el trabajador social
The Healthcare Social Worker,El trabajador social de la salud
The Health Education Specialist,El especialista en educación para la salud
The Community Health Worker,El trabajador de salud comunitario
The Religious Worker,El trabajador religioso
The Clergy,El clero
The Legal Occupation,La ocupación legal
The Lawyer,El abogado
The Judicial Law Clerk,El secretario judicial
The Legal Support Worker,El trabajador de apoyo legal
The Miscellaneous Legal Support Worker,El trabajador de apoyo legal misceláneo
The Postsecondary Teacher,El maestro postsecundario
The Miscellaneous Postsecondary Teacher,El maestro postsecundario misceláneo
The Secondary School Teacher,El profesor de secundaria
The Special Education Teacher,El maestro de educación especial
The Self-Enrichment Teacher,El maestro de autoenriquecimiento
The Tutor,El tutor
The Archivist,el archivero
The Curator,el curador
The Library Technician,El técnico de la biblioteca
The Instructional Coordinator,El coordinador de instrucción
The Teaching Assistant,el asistente de enseñanza
The Art Director,el director de arte
The Craft Artist,El artista artesanal
The Designer,El diseñador
The Fashion Designer,el diseñador de moda
The Floral Designer,El diseñador floral
The Graphic Designer,El diseñador gráfico
The Interior Designer,El diseñador de interiores
The Actor,El actor
The Dancer,el bailarín
The Choreographer,el coreógrafo
The Public Relations Specialist,El especialista en relaciones públicas
The Editor,El editor
The Technical Writer,El escritor técnico
The Broadcast Technician,El técnico de transmisión
The Sound Engineering Technician,El técnico de ingeniería de sonido
The Lighting Technician,El técnico de iluminación
The Photographer,El fotógrafo
The Healthcare Diagnosing or Treating Practitioner,El médico que diagnostica o trata el cuidado de la salud
The Chiropractor,el quiropráctico
The Dentist,El dentista
The Orthodontist,el ortodoncista
The Prosthodontist,El Prostodoncista
The Optometrist,el optometrista
The Pharmacist,El farmacéutico
The Physician Assistant,El asistente médico
The Podiatrist,el podólogo
The Therapist,el terapeuta
The Occupational Therapist,El terapeuta ocupacional
The Physical Therapist,El fisioterapeuta
The Radiation Therapist,El radioterapeuta
The Recreational Therapist,El terapeuta recreativo
The Respiratory Therapist,El terapeuta respiratorio
The Speech-Language Pathologist,El patólogo del habla y el lenguaje
The Exercise Physiologist,El fisiólogo del ejercicio
The Veterinarian,el veterinario
The Registered Nurse,La enfermera registrada
The Nurse Anesthetist,La enfermera anestesista
The Nurse Midwive,La enfermera partera
The Nurse Practitioner,La enfermera practicante
The Audiologist,El audiólogo
The Physician,El Físico
The Anesthesiologist,el anestesiólogo
The Cardiologist,el cardiólogo
The Dermatologist,el dermatólogo
The Emergency Medicine Physician,El médico de urgencias
The Family Medicine Physician,El médico de familia
The General Internal Medicine Physician,El Médico General de Medicina Interna
The Neurologist,el neurólogo
The Psychiatrist,el psiquiatra
The Radiologist,el radiólogo
The Surgeon,El cirujano
The Pediatric Surgeon,El cirujano pediátrico
The Miscellaneous Healthcare Diagnosing or Treating Practitioner,El médico de diagnóstico o tratamiento de atención médica miscelánea
The Acupuncturist,el acupuntor
The Dental Hygienist,El higienista dental
The Diagnostic Medical Sonographer,El ecografista médico de diagnóstico
The Nuclear Medicine Technologist,El tecnólogo en medicina nuclear
The Magnetic Resonance Imaging Technologist,El tecnólogo de imágenes por resonancia magnética
The Medical Dosimetrist,El médico dosimetrista
The Emergency Medical Technician,El Técnico de Emergencias Médicas
The Paramedic,el paramédico
The Dietetic Technician,El Técnico Dietético
The Pharmacy Technician,El Técnico de Farmacia
The Psychiatric Technician,El Técnico Psiquiátrico
The Surgical Technologist,El tecnólogo quirúrgico
The Ophthalmic Medical Technician,El Técnico Médico Oftálmico
The Medical Records Specialist,El especialista en registros médicos
The Hearing Aid Specialist,El especialista en audífonos
The Athletic Trainer,El entrenador atlético
The Genetic Counselor,El consejero genético
The Surgical Assistant,El asistente quirúrgico
The Healthcare Support Occupation,La ocupación de apoyo a la salud
The Nursing Assistant,el auxiliar de enfermeria
The Orderlie,el ordenanza
The Psychiatric Aide,El asistente psiquiátrico
The Occupational Therapy Assistant,El asistente de terapia ocupacional
The Occupational Therapy Aide,El asistente de terapia ocupacional
The Physical Therapist Assistant,El asistente de fisioterapeuta
The Physical Therapist Aide,El ayudante de fisioterapeuta
The Other Healthcare Support Occupation,La otra ocupación de apoyo a la atención médica
The Massage Therapist,El terapeuta de masaje
The Miscellaneous Healthcare Support Occupation,La ocupación de apoyo sanitario misceláneo
The Dental Assistant,el asistente dental
The Medical Assistant,el asistente medico
The Medical Equipment Preparer,El preparador de equipos médicos
The Medical Transcriptionist,El transcriptor médico
The Pharmacy Aide,El ayudante de farmacia
The Phlebotomist,el flebotomista
The Protective Service Occupation,La ocupación del servicio de protección
The Supervisors of Protective Service Worker,Los supervisores del trabajador del servicio de protección
The First-Line Supervisors of Law Enforcement Worker,Los supervisores de primera línea de los trabajadores encargados de hacer cumplir la ley
The First-Line Supervisors of Correctional Officer,Los supervisores de primera línea del oficial penitenciario
The First-Line Supervisors of Security Worker,Los supervisores de primera línea del trabajador de seguridad
The Firefighter,El bombero
The Fire Inspector,el inspector de incendios
The Law Enforcement Worker,El trabajador de la ley
The Bailiff,el alguacil
The Parking Enforcement Worker,El trabajador de control de estacionamiento
The Police Officer,El oficial de policía
The Other Protective Service Worker,El otro trabajador del servicio de protección
The Animal Control Worker,El trabajador de control de animales
The Security Guard,El guardia de seguridad
The Miscellaneous Protective Service Worker,El trabajador del servicio de protección misceláneo
The Transportation Security Screener,El inspector de seguridad del transporte
The School Bus Monitor,El monitor del autobús escolar
The Cook,El cocinero
The Food Preparation Worker,El trabajador de preparación de alimentos
The Bartender,El camarero
The Dishwasher,El lavavajillas
The Building Cleaning Worker,El trabajador de limpieza de edificios
The Pest Control Worker,El trabajador de control de plagas
The Grounds Maintenance Worker,El trabajador de mantenimiento de terrenos
The First-Line Supervisors of Gambling Services Worker,Los supervisores de primera línea del trabajador de servicios de juegos de azar
The First-Line Supervisors of Personal Service Worker,Los supervisores de primera línea del trabajador de servicios personales
The Animal Trainer,El entrenador de animales
The Animal Caretaker,El cuidador de animales
The Gambling Services Worker,El trabajador de servicios de juego
The Gambling Dealer,El distribuidor de juegos de azar
The Motion Picture Projectionist,El proyeccionista de películas
The Costume Attendant,El ayudante de vestuario
The Funeral Service Worker,El trabajador del servicio funerario
The Embalmer,el embalsamador
The Crematory Operator,El operador del crematorio
The Funeral Attendant,el asistente del funeral
The Personal Appearance Worker,El trabajador de apariencia personal
The Barber,El barbero
The Miscellaneous Personal Appearance Worker,El trabajador de apariencia personal misceláneo
The Shampooer,el champú
The Skincare Specialist,El especialista en cuidado de la piel
The Concierge,El conserje
The Childcare Worker,el trabajador de cuidado de niños
The Recreation Worker,El trabajador de recreación
The Residential Advisor,El asesor residencial
The First-Line Supervisors of Sales Worker,Los supervisores de primera línea del trabajador de ventas
The First-Line Supervisors of Retail Sales Worker,Los supervisores de primera línea del trabajador de ventas minoristas
The First-Line Supervisors of Non-Retail Sales Worker,Los supervisores de primera línea de los trabajadores de ventas no minoristas
The Retail Sales Worker,El trabajador de ventas minoristas
The Cashier,El cajero
The Cashier,El cajero
The Parts Salesperson,El vendedor de repuestos
The Retail Salesperson,El vendedor minorista
The Advertising Sales Agent,El agente de ventas de publicidad
The Insurance Sales Agent,El agente de ventas de seguros
The Travel Agent,El agente de viajes
The Model,El modelo
The Real Estate Broker,El corredor de bienes raíces
The Real Estate Sales Agent,El agente de ventas de bienes raíces
The Sales Engineer,El ingeniero de ventas
The Telemarketer,El vendedor telefónico
The Communications Equipment Operator,El Operador de Equipos de Comunicaciones
The Telephone Operator,el telefonista
The Financial Clerk,el empleado financiero
The Gambling Cage Worker,El trabajador de la jaula de juego
The Procurement Clerk,El secretario de adquisiciones
The Teller,el cajero
The Brokerage Clerk,el empleado de corretaje
The Correspondence Clerk,El empleado de correspondencia
The Customer Service Representative,El representante de servicio al cliente
The File Clerk,el secretario de archivo
The New Accounts Clerk,El empleado de cuentas nuevas
The Order Clerk,El empleado de la orden
The Dispatcher,el despachador
The Public Safety Telecommunicator,El Telecomunicador de Seguridad Pública
The Postal Service Worker,El trabajador del servicio postal
The Postal Service Clerk,El empleado del servicio postal
The Postal Service Mail Carrier,El cartero del servicio postal
The Data Entry Keyer,El manipulador de entrada de datos
The Desktop Publisher,El editor de escritorio
The Statistical Assistant,El asistente estadístico
The Agricultural Worker,El trabajador agrícola
The Agricultural Inspector,El Inspector Agrícola
The Animal Breeder,El criador de animales
The Miscellaneous Agricultural Worker,El trabajador agrícola misceláneo
The Agricultural Equipment Operator,El Operador de Equipos Agrícolas
The Logging Worker,El trabajador maderero
The Faller,El Faller
The Logging Equipment Operator,El Operador de Equipos de Registro
The Construction Trades Worker,El trabajador de oficios de la construcción
The Boilermaker,el calderero
The Stonemason,el albañil
The Carpenter,El carpintero
The Carpet Installer,El instalador de alfombras
The Construction Laborer,el obrero de la construcción
The Construction Equipment Operator,El operador de equipos de construcción
The Pile Driver Operator,El operador del martinete
The Taper,el cono
The Electrician,El electricista
The Glazier,el vidriero
The Insulation Worker,El trabajador de aislamiento
The Paperhanger,El colgador de papel
The Pipelayer,El tiendetubos
The Roofer,el techador
The Sheet Metal Worker,El trabajador de chapa
The Solar Photovoltaic Installer,El instalador solar fotovoltaico
The Helpers--Carpenter,Los ayudantes: carpintero
The Helpers--Electrician,Los ayudantes - electricista
The Helpers--Roofer,Los ayudantes - Techador
The Fence Erector,El constructor de vallas
The Hazardous Materials Removal Worker,El trabajador de remoción de materiales peligrosos
The Highway Maintenance Worker,El trabajador de mantenimiento de carreteras
The Extraction Worker,El trabajador de extracción
The Underground Mining Machine Operator,El operador de máquinas de minería subterránea
The Continuous Mining Machine Operator,El operador de máquinas de minería continua
The Helpers--Extraction Worker,Los ayudantes: trabajador de extracción
The Avionics Technician,El técnico de aviónica
The Rail Car Repairer,El reparador de vagones
The Small Engine Mechanic,El mecánico de motores pequeños
The Motorcycle Mechanic,El mecánico de motocicletas
The Bicycle Repairer,el reparador de bicicletas
The Recreational Vehicle Service Technician,El técnico de servicio de vehículos recreativos
The Mechanical Door Repairer,El reparador de puertas mecánicas
The Home Appliance Repairer,El reparador de electrodomésticos
The Industrial Machinery Mechanic,El Mecánico de Maquinaria Industrial
The Millwright,el molinero
The Medical Equipment Repairer,El reparador de equipos médicos
The Wind Turbine Service Technician,El técnico de servicio de turbinas eólicas
The Commercial Diver,El buzo comercial
The Rigger,el aparejador
The Production Occupation,La ocupación de producción
The Food Processing Worker,El trabajador de procesamiento de alimentos
The Baker,El panadero
The Miscellaneous Food Processing Worker,El trabajador de procesamiento de alimentos diversos
The Food Batchmaker,El fabricante de lotes de alimentos
The Machinist,El maquinista
The Printing Worker,El trabajador de la imprenta
The Printing Press Operator,El operador de la imprenta
The Sewing Machine Operator,El operador de la máquina de coser
The Upholsterer,el tapicero
The Woodworker,el carpintero
The Furniture Finisher,El acabador de muebles
The Nuclear Power Reactor Operator,El operador del reactor de energía nuclear
The Power Plant Operator,El operador de la planta de energía
The Gas Plant Operator,El operador de la planta de gas
The Other Production Occupation,La otra ocupación de producción
The Cutting Worker,El trabajador de corte
The Dental Laboratory Technician,El técnico de laboratorio dental
The Medical Appliance Technician,El técnico de aparatos médicos
The Ophthalmic Laboratory Technician,El Técnico de Laboratorio Oftálmico
The Painting Worker,El trabajador de la pintura
The Semiconductor Processing Technician,El técnico de procesamiento de semiconductores
The Computer Numerically Controlled Tool Operator,El operador de herramientas controlado numéricamente por computadora
The Computer Numerically Controlled Tool Programmer,El programador de herramientas controlado numéricamente por computadora
The Miscellaneous Production Worker,El trabajador de producción miscelánea
The Tire Builder,El constructor de llantas
The Helpers--Production Worker,Los ayudantes - Trabajador de producción
The Air Transportation Worker,El trabajador del transporte aéreo
The Commercial Pilot,El piloto comercial
The Air Traffic Controller,El controlador de tránsito aéreo
The Airfield Operations Specialist,El especialista en operaciones de aeródromos
The Flight Attendant,La azafata
The Motor Vehicle Operator,El operador de vehículos de motor
The Driver/Sales Worker,El conductor/trabajador de ventas
The Light Truck Driver,El conductor del camión ligero
The Passenger Vehicle Driver,El conductor del vehículo de pasajeros
The Taxi Driver,El taxista
The Rail Transportation Worker,El trabajador del transporte ferroviario
The Locomotive Engineer,El ingeniero de locomotoras
The Water Transportation Worker,El trabajador del transporte de agua
The Motorboat Operator,El operador de la lancha
The Ship Engineer,El ingeniero de barcos
The Other Transportation Worker,El otro trabajador del transporte
The Parking Attendant,El asistente de estacionamiento
The Transportation Service Attendant,El asistente del servicio de transporte
The Aircraft Service Attendant,El asistente de servicio de aeronaves
The Traffic Technician,El técnico de tráfico
The Transportation Inspector,el inspector de transporte
The Passenger Attendant,El asistente de pasajeros
The Material Moving Worker,El trabajador de movimiento de materiales
The Dredge Operator,El operador de dragado
The Pumping Station Operator,El operador de la estación de bombeo
The Wellhead Pumper,El bombeador de boca de pozo
